,ver_claim_ids,named_entities
6355,vclaim-pol-06355,"[['high schools', 378405, 'Q3054793'], ['Wisconsin', 33127, 'Q1537'], ['Ronald Reagan', 25433, 'Q9960'], ['College Prep', 299970, 'Q428602'], ['Rufus King', 261268, 'Q456794'], ['MPS', 20573831, 'Q319256']]"
6356,vclaim-pol-06356,"[['Texas Senate', 523631, 'Q515426'], ['insurance', 15176, 'Q43183'], ['Obamacare', 25226624, 'Q1414593']]"
6357,vclaim-pol-06357,"[['family', 56276, 'Q35409'], ['food stamps', 659087, 'Q556318']]"
6358,vclaim-pol-06358,"[['Florida', 18933066, 'Q812'], ['1.3 million', 'not available', 'not available'], ['Texas', 29810, 'Q1439']]"
6359,vclaim-pol-06359,"[['United States', 3434750, 'Q30'], ['Earth', 9228, 'Q2']]"
6360,vclaim-pol-06360,"[['November 2014', 'not available', 'not available'], ['Wisconsin’s', 6197912, 'Q8027119'], ['state representative', 4985905, 'Q6689290'], ['Michigan', 18859, 'Q1166'], ['Minnesota', 19590, 'Q1527']]"
6361,vclaim-pol-06361,"[['America', 'not available', 'not available'], ['Mexico', 3966054, 'Q96']]"
6362,vclaim-pol-06362,"[['CEO', 52234, 'Q484876'], ['Goldman Sachs', 335244, 'Q193326'], ['Bush', 11955, 'Q23505'], ['Clinton', 'not available', 'not available']]"
6363,vclaim-pol-06363,"[['America', 'not available', 'not available'], ['70 percent', 'not available', 'not available'], ['12', 'not available', 'not available'], ['World War II', 32927, 'Q362']]"
6364,vclaim-pol-06364,"[['35', 'not available', 'not available']]"
6365,vclaim-pol-06365,"[['American', 'not available', 'not available'], ['murder rate', 20171, 'Q132821'], ['50', 'not available', 'not available'], ['developed nation', 78255, 'Q132453']]"
6366,vclaim-pol-06366,"[['Milwaukee', 53117, 'Q37836'], ['marijuana possession', 168917, 'Q2135494'], ['$50', 'not available', 'not available'], ['23', 'not available', 'not available'], ['bicycle', 3973, 'Q11442']]"
6367,vclaim-pol-06367,[]
6368,vclaim-pol-06368,"[['Gov.', 'not available', 'not available'], ['Scott Walker', 1339436, 'Q553254'], ['110', 'not available', 'not available'], ['millions of dollars', 4365327, 'Q7368619']]"
6369,vclaim-pol-06369,"[['average life expectancy', 18669, 'Q188419']]"
6370,vclaim-pol-06370,"[['50', 'not available', 'not available'], ['50', 'not available', 'not available'], ['public-private', 438151, 'Q221096'], ['Milwaukee Bucks', 72878, 'Q169637'], ['public financing', 2166873, 'Q5027774']]"
6371,vclaim-pol-06371,[]
6372,vclaim-pol-06372,"[['ISIS', 9087364, 'Q2429253'], ['Al-Qaida in Iraq', 12786576, 'Q1076058']]"
6373,vclaim-pol-06373,"[['United States', 3434750, 'Q30'], ['airstrikes against ISIS', 43930819, 'Q18121535'], ['75 percent', 'not available', 'not available'], ['combat missions', 666301, 'Q645883']]"
6374,vclaim-pol-06374,"[['Ted Cruz', 2500271, 'Q2036942'], ['age difference', 19323362, 'Q439007'], ['Josh Duggar', 21343583, 'Q19975809'], ['God', 5042765, 'Q190']]"
6375,vclaim-pol-06375,"[['Hillary Clinton', 5043192, 'Q6294'], ['CEO', 52234, 'Q484876']]"
6376,vclaim-pol-06376,"[['Florida', 18933066, 'Q812'], ['AA', 'not available', 'not available'], ['AAA', 2919559, 'Q280732'], ['bond rating', 4318357, 'Q2577635']]"
6377,vclaim-pol-06377,"[['Sen. Rand Paul', 11914121, 'Q463557'], ['R-Ky', 11345596, 'Q7314656'], ['slavery', 253264, 'Q118382']]"
6378,vclaim-pol-06378,"[['Austin', 'not available', 'not available'], ['school district', 339716, 'Q398141'], ['Texas district', 7924425, 'Q7707642'], ['school district', 339716, 'Q398141']]"
6379,vclaim-pol-06379,"[['Marco Rubio', 5502549, 'Q324546'], ['felons', 11293, 'Q178844'], ['voting rights', 70322, 'Q185387'], ['convicted felons', 11293, 'Q178844']]"
6380,vclaim-pol-06380,"[['Democratic', 5043544, 'Q29552'], ['Russ Feingold', 270943, 'Q356475'], ['Obamacare', 25226624, 'Q1414593']]"
6381,vclaim-pol-06381,"[['Georgia', 48830, 'Q1428'], ['49th', 'not available', 'not available']]"
6382,vclaim-pol-06382,"[['income tax', 50845, 'Q179222'], ['Virginia', 32432, 'Q1370']]"
6383,vclaim-pol-06383,"[['Veto Corleone', 'not available', 'not available'], ['Florida', 18933066, 'Q812']]"
6384,vclaim-pol-06384,"[['structural surplus', 268487, 'Q17010135'], ['$499 million', 'not available', 'not available']]"
6385,vclaim-pol-06385,"[['The United States', 3434750, 'Q30'], ['20', 'not available', 'not available']]"
6386,vclaim-pol-06386,"[['85 percent', 'not available', 'not available'], ['$5', 'not available', 'not available'], ['motel', 21058, 'Q216212'], ['Georgia', 48830, 'Q1428']]"
6387,vclaim-pol-06387,"[['50 percent', 'not available', 'not available'], ['60 percent', 'not available', 'not available'], ['Marquette Interchange', 1335484, 'Q839127'], ['Milwaukee', 72878, 'Q169637']]"
6388,vclaim-pol-06388,"[['57-percent', 'not available', 'not available'], ['fireworks', 59493, 'Q127933'], ['2000', 'not available', 'not available'], ['Connecticut', 6466, 'Q779'], ['sparklers', 625958, 'Q1149078'], ['14', 'not available', 'not available']]"
6389,vclaim-pol-06389,"[['Democrat', 5043544, 'Q29552'], ['Russ Feingold', 270943, 'Q356475'], ['Wisconsin Senate', 513731, 'Q1412814']]"
6390,vclaim-pol-06390,"[['Obama', 'not available', 'not available'], ['unemployment', 31741, 'Q41171'], ['42 percent', 'not available', 'not available'], [""Reagan's presidency"", 871552, 'Q2824573'], ['unemployment', 31741, 'Q41171'], ['20 percent', 'not available', 'not available']]"
6391,vclaim-pol-06391,"[['Veterans Administration', 70922, 'Q592576']]"
6392,vclaim-pol-06392,"[['senator', 44417, 'Q2570643'], ['Hillary Clinton', 5043192, 'Q6294']]"
6393,vclaim-pol-06393,[]
6394,vclaim-pol-06394,"[['$500 billion', 'not available', 'not available']]"
6395,vclaim-pol-06395,"[['Jeb Bush', 189322, 'Q221997'], ['$1 million', 'not available', 'not available'], ['family planning', 231085, 'Q1280670'], ['hostage', 146794, 'Q192620'], ['birth control', 18978770, 'Q122224']]"
6396,vclaim-pol-06396,"[['U.S. Senate', 24909346, 'Q66096'], ['WI', 'not available', 'not available'], ['GOP', 32070, 'Q29468'], ['tax break', 2151903, 'Q7689411']]"
6397,vclaim-pol-06397,"[['Hedge fund', 14412, 'Q105611'], ['truck drivers', 1580910, 'Q508846']]"
6398,vclaim-pol-06398,"[['Georgia', 48830, 'Q1428'], ['1,200', 'not available', 'not available'], ['traffic fatalities', 19740545, 'Q9687']]"
6399,vclaim-pol-06399,"[['Thomas Jefferson', 29922, 'Q11812']]"
6400,vclaim-pol-06400,"[['Qatar Airways', 449463, 'Q208033'], ['Delta Air Lines', 77549, 'Q188920'], ['flies', 63663, 'Q25312'], ['35', 'not available', 'not available']]"
6401,vclaim-pol-06401,"[['Philadelphia', 50585, 'Q1345'], ['Amtrak crash', 1437685, 'Q4594546'], ['wasn', 18468646, 'Q7946755'], ['Congress', 'not available', 'not available']]"
6402,vclaim-pol-06402,"[['Amtrak', 51928, 'Q23239'], ['positive train control', 11562996, 'Q2105716'], ['derailment', 1093599, 'Q1331380'], ['Philadelphia', 50585, 'Q1345'], ['Amtrak', 51928, 'Q23239']]"
6403,vclaim-pol-06403,"[['Iraq War', 5043324, 'Q545449']]"
6404,vclaim-pol-06404,"[['Austin', 'not available', 'not available'], ['western United States', 179578, 'Q12612'], ['single source', 1227094, 'Q2289277']]"
6405,vclaim-pol-06405,"[['NFL', 21211, 'Q1215884']]"
6406,vclaim-pol-06406,"[['10,000', 'not available', 'not available'], ['Iraq', 7515928, 'Q796']]"
6407,vclaim-pol-06407,"[['Fair Tax', 534060, 'Q114834'], ['level the playing field', 355849, 'Q912512'], ['American', 'not available', 'not available']]"
6408,vclaim-pol-06408,"[['State legislators', 9504163, 'Q7603708'], ['$2 billion', 'not available', 'not available'], ['2013', 'not available', 'not available']]"
6409,vclaim-pol-06409,"[['economic growth', 69415, 'Q189833'], ['1960s', 'not available', 'not available'], ['Income tax rates', 3136256, 'Q1308197'], ['90 percent', 'not available', 'not available']]"
6410,vclaim-pol-06410,"[['Franklin Delano Roosevelt', 10979, 'Q8007'], ['fast-track trade authority', 7650932, 'Q5437054']]"
6411,vclaim-pol-06411,"[['Rhode Islanders', 25410, 'Q1387'], ['substance abuse treatment', 427922, 'Q1260022'], ['marijuana', 1481886, 'Q2845'], ['20', 'not available', 'not available']]"
6412,vclaim-pol-06412,"[['24', 'not available', 'not available'], ['10', 'not available', 'not available'], ['Texas', 29810, 'Q1439'], ['Medicaid', 55794, 'Q1141363']]"
6413,vclaim-pol-06413,"[['1950', 'not available', 'not available']]"
6414,vclaim-pol-06414,"[['2005', 'not available', 'not available'], ['military base', 843566, 'Q245016']]"
6415,vclaim-pol-06415,"[['Florida', 18933066, 'Q812'], ['$135 billion', 'not available', 'not available'], ['D.C.', 108956, 'Q61'], ['$150 billion', 'not available', 'not available']]"
6416,vclaim-pol-06416,"[['fast-track legislation', 7650932, 'Q5437054'], ['future trade', 20971501, 'Q1581244'], ['override', 74661, 'Q178074']]"
6417,vclaim-pol-06417,"[['Department of Homeland Security', 58236, 'Q11231'], ['climate change', 47512, 'Q125928'], ['Islamist terrorists', 566821, 'Q847731'], ['Internet in the United States', 11357820, 'Q6055991']]"
6418,vclaim-pol-06418,"[['Annual precipitation', 286260, 'Q25257'], ['Rhode Island', 25410, 'Q1387'], ['12', 'not available', 'not available']]"
6419,vclaim-pol-06419,"[['Mike Huckabee', 301237, 'Q158813'], ['diabetes', 40017873, 'Q12206'], ['infomercials', 303043, 'Q1662452']]"
6420,vclaim-pol-06420,"[['America', 'not available', 'not available'], ['1 million', 'not available', 'not available']]"
6421,vclaim-pol-06421,"[['Transgender individuals', 19904525, 'Q189125'], ['U.S.', 3434750, 'Q30'], ['1', 'not available', 'not available'], ['12', 'not available', 'not available']]"
6422,vclaim-pol-06422,"[['Barack Obama', 534366, 'Q76'], ['Texas-Mexico border', 2817606, 'Q1057263']]"
6423,vclaim-pol-06423,"[['state budget', 12040279, 'Q6516222'], ['minority students', 437868, 'Q30103'], ['Senate Democrats', 5043544, 'Q29552'], ['GOP', 32070, 'Q29468']]"
6424,vclaim-pol-06424,"[['Bush administration', 183895, 'Q1719918'], ['Bush', 'not available', 'not available']]"
6425,vclaim-pol-06425,"[['police officer', 310240, 'Q384593'], ['Georgia', 48830, 'Q1428'], ['NRA', 70101, 'Q863259'], ['gun laws', 44276, 'Q1328508']]"
6426,vclaim-pol-06426,"[['Ben Carson', 1017695, 'Q816459'], ['running for president', 8890981, 'Q6883419'], ['public housing', 177912, 'Q6532502'], ['food stamps', 659087, 'Q556318'], ['government program', 12229, 'Q7188'], ['Affirmative Action', 6677413, 'Q356112'], ['Pell Grants', 3180351, 'Q2068057']]"
6427,vclaim-pol-06427,"[['Low Income', 64959, 'Q10294'], ['Obamacare', 25226624, 'Q1414593']]"
6428,vclaim-pol-06428,"[['American', 'not available', 'not available']]"
6429,vclaim-pol-06429,"[['Republicans', 32070, 'Q29468']]"
6430,vclaim-pol-06430,"[['audit', 224700, 'Q181487'], ['6.5 million', 'not available', 'not available'], ['Social Security numbers', 22255742, 'Q5612679'], ['112', 'not available', 'not available'], ['years of age', 2089212, 'Q850273']]"
6431,vclaim-pol-06431,"[['Hewlett-Packard', 21347024, 'Q80978']]"
6432,vclaim-pol-06432,[]
6433,vclaim-pol-06433,"[['New Hampshire', 21134, 'Q759'], ['Dodd-Frank', 25037165, 'Q1234044']]"
6434,vclaim-pol-06434,"[['Wisconsin', 33127, 'Q1537'], ['non-discrimination law', 1930288, 'Q221810'], ['trans-gender', 19904525, 'Q189125']]"
6435,vclaim-pol-06435,"[['Export-Import Bank', 672942, 'Q1384697']]"
6436,vclaim-pol-06436,"[['Republican', 32070, 'Q29468']]"
6437,vclaim-pol-06437,"[['Hate speech', 14233, 'Q653347'], ['First Amendment', 31653, 'Q12616']]"
6438,vclaim-pol-06438,"[['people today', 9571696, 'Q7165931'], ['1970s', 'not available', 'not available']]"
6439,vclaim-pol-06439,"[['White House', 33057, 'Q35525'], ['net worth', 405981, 'Q1933764'], ['family', 56276, 'Q35409'], ['Harry Truman', 3418303, 'Q11613']]"
6440,vclaim-pol-06440,"[['Tiverton', 450843, 'Q637298'], ['gambling', 11921, 'Q11416']]"
6441,vclaim-pol-06441,"[['Hillary Clinton', 5043192, 'Q6294'], ['2006', 36164, 'Q2021'], ['2008', 'not available', 'not available'], ['India', 14533, 'Q668'], ['nuclear deal', 42015113, 'Q17001802']]"
6442,vclaim-pol-06442,"[['Court judge', 873192, 'Q217029']]"
6443,vclaim-pol-06443,"[['United States', 3434750, 'Q30'], ['65th', 'not available', 'not available'], ['142', 'not available', 'not available'], ['equal pay', 1108449, 'Q11414572']]"
6444,vclaim-pol-06444,"[['Baltimore', 26997138, 'Q5092']]"
6445,vclaim-pol-06445,[]
6446,vclaim-pol-06446,"[['black males', 4745, 'Q817393'], ['criminal justice', 168219, 'Q117488'], ['higher education', 14423, 'Q136822']]"
6447,vclaim-pol-06447,"[['United States', 3434750, 'Q30'], ['nuclear weapons', 21785, 'Q12802']]"
6448,vclaim-pol-06448,"[['United States', 3434750, 'Q30']]"
6449,vclaim-pol-06449,"[['tax cut', 455990, 'Q7689423'], ['Texas', 29810, 'Q1439'], ['State Senate', 1393764, 'Q1722258']]"
6450,vclaim-pol-06450,[]
6451,vclaim-pol-06451,"[['family', 56276, 'Q35409'], ['50 percent', 'not available', 'not available'], ['Arkansas', 1930, 'Q1612']]"
6452,vclaim-pol-06452,"[['Republican', 32070, 'Q29468'], ['millions of dollars', 4365327, 'Q7368619']]"
6453,vclaim-pol-06453,"[['Texas', 29810, 'Q1439'], ['98 percent', 'not available', 'not available']]"
6454,vclaim-pol-06454,"[['United States', 3434750, 'Q30'], ['Army', 'not available', 'not available'], ['WWII', 32927, 'Q362'], ['Navy', 'not available', 'not available'], ['WWI', 4764461, 'Q361']]"
6455,vclaim-pol-06455,"[['antacids', 2689, 'Q274083']]"
6456,vclaim-pol-06456,"[['Mayweather', 1388019, 'Q318204'], ['Pacquiao', 916099, 'Q486359'], ['GDP', 12594, 'Q12638'], ['29', 'not available', 'not available']]"
6457,vclaim-pol-06457,"[['Penn State University', 1209509, 'Q739627'], ['electronic cigarettes', 11996885, 'Q189511']]"
6458,vclaim-pol-06458,"[['estate tax', 5824627, 'Q628413'], ['family farmers', 171885, 'Q5433334'], ['small businesses', 276495, 'Q1109680']]"
6459,vclaim-pol-06459,"[['The Iranians', 'not available', 'not available']]"
6460,vclaim-pol-06460,"[['Tyler Perry', 1783987, 'Q686301'], ['Fort McPherson', 901292, 'Q3710071'], ['film and television', 742784, 'Q2634411'], ['8,000', 'not available', 'not available'], ['Atlanta', 3138, 'Q23556']]"
6461,vclaim-pol-06461,"[['U.S. representatives', 19468510, 'Q11701'], ['73 percent', 'not available', 'not available'], ['campaign money', 339302, 'Q1352232']]"
6462,vclaim-pol-06462,"[['Obamacare', 25226624, 'Q1414593'], ['600,000', 'not available', 'not available'], ['subsidies', 146719, 'Q193219'], ['257,000', 'not available', 'not available'], ['Medicaid', 55794, 'Q1141363']]"
6463,vclaim-pol-06463,"[['2', 'not available', 'not available'], ['year-old', 2545801, 'Q1595351'], ['13', 'not available', 'not available'], ['bank robbery', 216340, 'Q806824']]"
6464,vclaim-pol-06464,[]
6465,vclaim-pol-06465,"[['Rhode Island', 25410, 'Q1387']]"
6466,vclaim-pol-06466,"[['Baltimore police', 3384137, 'Q2881660'], ['Mossad', 27619007, 'Q34216'], ['Shin Bet', 311752, 'Q380238']]"
6467,vclaim-pol-06467,"[['Eighty-five percent', 'not available', 'not available'], ['Clinton Foundation', 6115598, 'Q1974620'], ['Clintons', 46970192, 'Q21026250'], ['Fifteen cents', 'not available', 'not available']]"
6468,vclaim-pol-06468,"[['Barack Obama', 534366, 'Q76']]"
6469,vclaim-pol-06469,"[['Minnesota’s', 416813, 'Q238101'], ['economic growth', 69415, 'Q189833'], ['Republicans', 32070, 'Q29468'], ['Wisconsin Democrats', 'not available', 'not available'], ['2011', 'not available', 'not available'], ['legislative chambers', 425922, 'Q3084210']]"
6470,vclaim-pol-06470,"[['Delta', 'not available', 'not available'], ['U.S.', 3434750, 'Q30'], ['past five years', 13425800, 'Q185729']]"
6471,vclaim-pol-06471,[]
6472,vclaim-pol-06472,"[['Algeria', 358, 'Q262'], ['Clinton Foundation', 6115598, 'Q1974620']]"
6473,vclaim-pol-06473,"[['Austin', 'not available', 'not available'], ['24th', 'not available', 'not available'], ['10', 'not available', 'not available'], ['NYC', 'not available', 'not available']]"
6474,vclaim-pol-06474,"[['40 percent', 'not available', 'not available'], ['United States', 3434750, 'Q30']]"
6475,vclaim-pol-06475,"[['Distracted driving', 29196883, 'Q5283083'], ['texting', 305854, 'Q17166101'], ['traffic deaths', 24810782, 'Q1471423'], ['Georgia', 48830, 'Q1428']]"
6476,vclaim-pol-06476,[]
6477,vclaim-pol-06477,"[['member of the House of Representatives', 19468510, 'Q11701'], ['$200', 'not available', 'not available']]"
6478,vclaim-pol-06478,"[['waiting period', 5944784, 'Q7960621'], ['handgun', 9958966, 'Q7816242']]"
6479,vclaim-pol-06479,"[['transportation funding', 32024, 'Q1203915'], ['Georgians', 448609, 'Q18973']]"
6480,vclaim-pol-06480,"[['Clinton Foundation', 6115598, 'Q1974620'], ['Hillary Clinton', 5043192, 'Q6294'], ['secretary of state', 32293, 'Q14213'], ['can’t', 61999, 'Q72653']]"
6481,vclaim-pol-06481,"[['13', 'not available', 'not available'], ['Bill) Clinton', 'not available', 'not available'], ['$500,000', 'not available', 'not available']]"
6482,vclaim-pol-06482,"[['Hillary Clinton', 5043192, 'Q6294'], ['State Department', 31975, 'Q789915'], ['India', 14533, 'Q668'], ['Chai', 'not available', 'not available']]"
6483,vclaim-pol-06483,"[['years ago', 34341, 'Q577'], ['pizza delivered', 1668848, 'Q356125']]"
6484,vclaim-pol-06484,"[['Castro', 'not available', 'not available'], ['North Korea', 21255, 'Q423'], ['U.N', 31769, 'Q1065']]"
6485,vclaim-pol-06485,"[['astronauts', 664, 'Q11631'], ['moon', 19331, 'Q405'], ['inheritance tax', 5824627, 'Q628413'], ['2013', 46945, 'Q1998']]"
6486,vclaim-pol-06486,[]
6487,vclaim-pol-06487,"[['Trans-Pacific Partnership', 3505712, 'Q1366688']]"
6488,vclaim-pol-06488,"[['Americans', 'not available', 'not available'], ['2015', 'not available', 'not available']]"
6489,vclaim-pol-06489,"[['Rosalyn Dance', 20282203, 'Q7367280'], ['President Obama', 534366, 'Q76'], ['Medicaid', 55794, 'Q1141363']]"
6490,vclaim-pol-06490,"[['unemployment rate', 31741, 'Q41171'], ['Texas', 29810, 'Q1439'], ['9.5%', 'not available', 'not available'], ['white', 166202, 'Q235155'], ['unemployment', 31741, 'Q41171'], ['Texas', 29810, 'Q1439'], ['2000', 'not available', 'not available']]"
6491,vclaim-pol-06491,"[['America', 29833, 'Q828'], ['50,000', 'not available', 'not available'], ['trade deals', 217089, 'Q252550']]"
6492,vclaim-pol-06492,"[['Medicaid', 55794, 'Q1141363'], ['97 percent', 'not available', 'not available'], ['private insurance', 15176, 'Q43183']]"
6493,vclaim-pol-06493,"[['$29', 'not available', 'not available'], ['SNAP', 1779095, 'Q556402'], ['food stamps', 659087, 'Q556318']]"
6494,vclaim-pol-06494,"[['78 percent', 'not available', 'not available']]"
6495,vclaim-pol-06495,"[['80 percent', 'not available', 'not available'], ['graduation rate', 167316, 'Q1054021'], ['Liechtenstein', 17810, 'Q347'], ['Luxembourg', 17515, 'Q32'], ['small countries', 48917012, 'Q25056603']]"
6496,vclaim-pol-06496,"[['United States', 3434750, 'Q30']]"
6497,vclaim-pol-06497,"[['fastest-growing', 69415, 'Q189833'], ['Pentagon', 20740978, 'Q11208'], ['health care', 261925, 'Q31207']]"
6498,vclaim-pol-06498,"[['battleground states', 429249, 'Q195594'], ['Hillary Clinton', 5043192, 'Q6294']]"
